Год;Месяц;День;Архангельская область;Астраханская область;Белгородская область;Брянская область;Владимирская область;Волгоградская область;Вологодская область;Воронежская область;Ивановская область;Кабардино-Балкарская Республика;Калининградская область;Калужская область;Карачаево-Черкесская Республика;Кировская область;Костромская область;Краснодарский край;Курганская область;Курская область;Ленинградская область;Липецкая область;Московская область;Мурманская область;Нижегородская область;Новгородская область;Оренбургская область;Орловская область;Пензенская область;Пермский край;Псковская область;Республика Башкортостан;Республика Дагестан;Республика Ингушетия;Республика Калмыкия;Республика Карелия;Республика Коми;Республика Крым;Республика Марий Эл;Республика Мордовия;Республика Северная Осетия-Алания;Республика Татарстан;Ростовская область;Рязанская область;Самарская область;Саратовская область;Свердловская область;Смоленская область;Ставропольский край;Тамбовская область;Тверская область;Тульская область;Тюменская область;Удмуртская Республика;Ульяновская область;Челябинская область;Чеченская Республика;Чувашская Республика;Ярославская область
;;5;16883;12116;32944;10285;17003;38563;33627;25696;8348;4069;10089;15683;2833;15469;8788;73384;10071;20152;103854;31311;243887;26943;52610;9994;39112;6196;12235;57226;5411;64073;14913;1698;1550;18305;21252;17718;6461;7784;5277;70980;47918;15305;58855;33727;103385;15928;26195;8422;21294;23654;228386;23682;14393;87896;6837;11839;19801
;;6;16860;11426;36200;10195;17081;38763;34446;25408;8452;3935;10078;16348;2823;16236;9082;73073;10180;20226;104870;30883;244138;29418;51853;9973;37375;6232;11890;58544;5334;64793;13697;1679;1579;19057;21553;18006;6561;7757;5004;72891;45947;15278;57764;34047;107921;16064;25925;8335;21297;23873;230832;24349;13609;87989;6363;11852;19768
;;7;16878;11073;37391;10084;17366;39068;36122;25080;8522;3911;9958;16851;2859;16156;9159;70828;9974;20105;104463;31274;243995;29725;50804;10250;38042;6250;11677;58956;5265;64354;13058;1568;1532;19167;21222;17445;6300;7741;4969;72372;45242;15290;57511;33671;108115;16280;25089;8160;21758;23913;232084;23699;13919;87764;5937;11584;20386
;;8;15625;10436;39623;9398;16337;37439;34679;23720;7803;3825;9641;16001;2757;15272;8826;66903;8866;19658;97718;31604;236743;28964;48601;9920;37266;5875;11083;56813;4804;62237;13007;1608;1406;19510;20604;17013;5826;7441;4805;68675;43799;15139;54205;31981;103304;15613;23534;7925;21143;23212;231399;21919;12396;84979;5918;10529;18606
;;9;15918;9979;39877;9090;15363;37351;33611;23443;7216;3696;9333;15121;2745;15823;8408;65356;9052;19578;94881;31130;230873;28261;46389;9667;37139;5627;10678;55107;4708;61456;12817;1698;1403;19646;20573;16611;5776;7316;4633;66632;40950;14645;51959;31372;101434;15495;23371;7424;19762;22241;230568;21626;12265;83006;5696;10336;17961
;;10;16854;10304;40231;10016;17130;39399;34048;25195;8398;3996;9889;16570;2896;17216;9043;67546;9780;20373;100943;31394;244347;28569;50274;10224;38113;6217;11648;53653;5318;63551;13432;1671;1377;19523;21120;18045;6337;7814;4858;72405;44410;15956;56361;32843;105699;16103;24751;7874;20268;23181;232032;23389;13783;85822;6009;11787;19648
;;11;15969;10390;40839;10393;17086;40188;33672;25812;8311;4099;9911;17052;2930;17084;8856;71031;9674;21268;102125;30526;244891;28897;48774;10385;38826;6258;11666;53572;5545;63257;13528;1745;1473;19194;20656;18457;6286;7924;4852;72420;45879;15671;57882;31993;104332;16086;25329;7848;20054;23800;230719;23041;13718;86840;6234;11899;19477
;;12;16500;10054;40853;10409;17015;39662;33813;26057;8194;4094;10031;16052;2920;17061;8587;74978;9728;21500;104118;31348;247624;28603;48429;10022;38874;6318;11551;53606;5619;63090;13405;1785;1487;18600;21026;18936;6289;7839;4887;72232;46878;15304;57890;32805;104095;16380;25596;7883;19784;24126;230111;23096;13951;86468;6342;11891;19449
;;13;16468;10479;40972;10548;17291;40693;33451;26620;8303;4100;10125;16867;2924;16996;8488;76606;9363;21570;103477;31759;247848;28183;48653;10248;39275;6484;11980;54260;5493;62858;13416;1730;1575;18492;20814;19394;6213;7853;4822;72639;48005;15286;58464;33534;104078;15828;26003;8159;19999;24138;228590;23606;13844;85304;6207;11748;19698
;;14;16855;10891;40509;10390;17071;41333;34177;26414;8470;4101;10006;17365;2955;16903;8421;76933;9394;21497;102920;31726;247610;29419;49008;10694;39767;6455;12224;55954;5533;63101;13272;1775;1573;18634;20848;18874;6360;7943;4903;73163;47413;15381;58426;33789;104276;16144;26134;8102;20228;24014;230336;23638;13633;87057;6253;11662;19555
;;15;15668;10662;39554;9837;15192;40623;33483;24967;7531;4088;9444;16064;2868;15853;8100;74422;9072;20966;95570;31214;227881;29169;46293;10092;39228;6128;11559;54368;5109;59411;13538;1802;1596;19065;21108;17644;5794;7454;4880;69796;45670;14775;54888;33041;102150;15500;25836;7825;18763;22716;230794;21430;12343;86724;6606;10723;17756
;;16;15609;10988;39409;9423;14689;41050;33187;24639;7163;4044;9260;15486;2815;15389;8110;74941;8712;20286;94317;31064;224332;28465;44792;10090;39737;6103;11252;54656;4970;59029;13668;1792;1639;19348;20643;17255;5755;7468;4865;68125;44817;14561;53144;32583;101036;15690;26197;7747;18212;22292;231196;21648;12222;85554;7007;10133;17285
;;17;16594;11946;40316;10486;16390;42456;34047;26146;8147;4470;9863;16821;2961;16439;8862;80782;9638;21011;101581;31881;241701;28401;47969;10402;39689;6795;12255;57658;5326;61496;14038;1858;1764;19960;20644;18631;6401;8068;5222;73411;48564;15758;59690;35242;104068;16494;29373;8294;19603;23771;233485;23630;14158;86824;7384;11836;19739
;;18;16210;12345;40571;10386;16312;43339;33986;26442;8391;4658;9930;17159;3047;16305;8632;81374;9691;20939;101930;31649;243854;28414;47107;10275;40217;6527;11820;57435;5429;61581;14366;1936;1840;19811;20513;18888;6366;7922;5387;74360;49476;15818;59687;34849;105137;16110;30076;8151;19962;23945;233944;23629;13623;85948;7668;12213;19835
;;19;16327;12452;39958;9778;16079;42063;33614;26727;8216;4570;9860;17205;3103;16251;8573;78611;9633;20700;102544;32352;243351;28748;47972;10233;40262;6300;11707;57523;5418;61298;14369;1840;1847;19574;20063;18403;6356;7772;5419;73536;48395;15706;58967;33612;103434;16532;30306;8178;20153;23757;233016;23752;13243;85642;7501;12196;19463
;;20;16432;13098;40866;9918;15931;42691;33601;27218;8170;4423;9868;16849;3067;16648;8281;71627;9835;21045;103400;31690;242601;29153;47461;10514;40173;6156;11894;56205;5438;61055;14722;1837;1885;19638;19962;18784;6179;7952;5421;74040;47734;15629;59197;34855;105252;16604;29559;8284;20293;23989;233097;23988;13732;85360;7417;12176;19691
;;21;16227;13062;40130;9994;15805;41830;34103;27093;8006;4445;9935;16780;3039;16858;8188;72874;10132;21211;102418;31022;241640;29430;48364;10496;39797;6125;11603;56054;5394;61448;15002;1774;1752;20025;20610;19081;6321;7921;5387;73744;49526;15658;58171;34404;105811;16585;28526;8107;20229;23978;234363;23768;13362;86095;7476;12106;19293
;;22;15942;12760;41416;9641;14371;41605;33291;25772;7114;4453;9464;16371;2965;16277;8096;72382;9367;21012;97490;31174;223388;29391;46344;9837;40011;5970;11348;54401;4807;59846;15388;1836;1716;19941;20344;18991;5846;7395;5339;70314;47921;14901;54229;34002;102046;15715;27929;8054;18741;23246;231446;21873;12316;83169;7500;10903;17545
;;23;16035;11912;40413;9760;14005;40217;33446;25259;6892;3936;9430;15543;2943;16442;7922;73026;9166;20724;95427;30869;220004;28968;45204;9755;39669;6008;11219;54350;4688;58305;14508;1642;1503;20335;19838;18745;5752;7195;4888;67691;45515;14485;52533;33145;102158;15513;25309;8013;18322;22488;233076;21642;12274;83224;6644;10277;17093
;;24;16709;11633;41764;10909;15807;41841;34034;27265;7958;4219;10033;16859;3046;17879;8751;79538;9791;21621;103190;31565;241472;29380;49316;10401;40362;6578;12503;57457;5559;61609;14409;1800;1641;20635;21216;20083;6809;7750;5325;72212;50275;15094;55434;34068;105996;16383;27807;8646;20059;23747;235425;23391;13426;88360;6837;11832;19256
;;25;16654;11751;41017;11076;16143;41511;33788;27840;8085;4202;9963;15964;3072;17755;8953;81195;10038;21189;103137;31308;245896;28977;48031;10446;40946;6644;12141;56902;5607;61820;14400;1774;1667;19902;20903;20762;7259;7765;5147;72430;52577;15406;55418;33951;103483;16583;27630;8448;20172;24159;234599;23770;13342;87593;6509;11865;19512
;;26;16722;12161;42416;11058;15983;43053;35217;28706;7937;4309;10129;17346;3110;17576;8796;84101;9959;21352;102584;31293;249660;28387;48421;10554;40247;6499;12276;57031;5774;62315;14687;1843;1688;19975;20682;21073;7305;7808;5138;72466;54266;15540;55497;34726;104711;16512;28614;8343;20625;23753;233894;23750;13390;88199;6810;11942;19618
;;27;16866;12837;41699;11178;16312;44383;34689;29421;8030;4479;9969;17083;3109;17534;8955;90303;10400;21524;103090;32167;254344;28428;48809;10701;41155;6956;12687;56639;5814;62530;14857;1857;1783;19961;19692;21314;7336;7757;5190;73279;55075;15790;56384;36094;107344;16528;29486;8822;20471;24078;236061;23608;13553;88621;7221;12279;19750
;;28;16710;13149;40176;11084;16353;45122;35418;29880;7984;4608;9887;16611;3209;17424;8686;89708;10584;21151;102986;32912;252889;27976;49685;10470;41621;6994;12947;56555;5671;63465;15364;1906;1788;19550;20990;19070;7215;8290;5456;74757;56065;15779;57371;37306;106937;16682;30603;9184;20354;23935;237894;23760;13695;90845;7589;12144;19463
;;29;15691;13358;39625;10535;14856;43286;34295;27717;7015;4430;9504;16154;3046;16219;8437;76958;9814;20502;98529;32269;239173;27914;47354;9915;41317;6486;12323;54117;5390;62360;15772;1809;1716;19951;20984;18461;6813;7910;5242;71417;48557;15195;55404;36446;102759;16376;27863;8685;19256;22890;234535;22484;13236;88786;7690;11046;18114
;;30;15601;12454;38411;9952;14246;40624;34314;26329;6781;4079;9198;15140;2976;16063;8005;73052;9716;20571;96158;31927;232381;27784;44831;9501;41531;6256;11692;53551;4827;61625;14841;1700;1610;20151;20555;18050;7186;7625;4941;68664;44634;14800;54975;34066;101700;16028;26305;8225;18797;22337;234602;22188;12820;86235;7333;10425;17608
;;31;16474;12345;39343;10670;16651;41112;35067;26482;7868;4246;9940;16139;3078;17546;8531;77545;10254;20961;104414;32022;249017;28567;49793;10271;42096;6846;12675;56320;5376;65320;15284;1758;1660;19959;19454;19438;8045;7960;4992;74327;47410;15535;57071;34650;103706;16925;27958;8720;19844;23562;235456;24207;13746;86871;7225;11952;19535
;8;1;16429;11916;39583;11198;16575;41673;34057;26877;8112;4322;10026;16385;2886;17338;8896;81575;10070;20875;105383;31214;256230;28930;49485;10494;41830;7062;12185;55874;5293;65162;15469;1771;1670;19753;20497;19939;7659;8266;5164;74895;51082;15595;57014;35039;105046;17304;28536;8683;19839;23808;235690;23531;13977;85142;7263;12060;19719
;;2;16509;12334;41399;10825;16697;43765;34004;27447;8089;4425;10167;16523;3002;17327;8922;84728;10121;21084;105997;31427;257680;28601;51958;10407;40441;6873;12216;56277;5002;65190;15636;1847;1758;20102;21066;20605;7575;8212;5272;74944;52656;15560;56658;36408;104126;17235;29354;8463;19322;23994;235681;23634;13514;85261;7427;11834;19602
;;3;16312;12894;40937;10755;16956;44002;33990;28618;8219;4561;10233;15457;3082;17521;8728;89392;10131;21050;104517;31953;258226;28592;52825;10322;40560;6777;12607;55676;5050;64379;15593;1872;1915;19680;21019;22024;7748;8190;5277;74886;55922;15713;56881;36092;105538;16910;30181;8581;18955;24321;237773;24244;13562;85529;7448;12083;19871
;;4;16263;13249;41899;10706;16847;45755;34676;28647;8103;4558;10139;15757;3118;17455;8968;92692;9761;20898;105763;32700;252795;28875;52812;10641;41756;6839;12619;56385;5223;65164;15758;1935;1973;19907;21525;22616;7807;8156;5458;74366;57745;15750;57099;37242;108126;17355;30460;8661;19580;23714;236481;24094;13469;87265;7714;12269;19506
;;5;15752;13381;41834;10090;15255;44893;33911;27728;7216;4460;9624;14986;3008;16356;8425;93344;9558;20010;100360;32907;231481;28752;49446;10106;41206;6678;12545;56485;4697;63470;15833;1951;1922;18671;21466;22819;7505;7791;5381;70452;55933;15000;54508;37293;101665;16712;29644;8568;18813;22570;234628;21886;12476;86600;7888;11028;17444
;;6;15782;13472;40783;9729;14774;45166;32818;27148;6842;4454;9341;14297;2983;16085;8370;94414;9472;19965;99453;32345;227844;28625;46957;9925;40695;6525;12121;55780;4570;62236;15889;1992;1987;19143;21339;23236;7362;7764;5394;67286;55713;14618;53038;36664;101324;16430;29785;8505;18271;22180;236836;21986;12135;84992;8268;10482;17140
;;7;16909;14155;41324;10632;16671;46171;33253;29190;8025;4816;9887;15781;3224;17261;8892;98463;9895;20663;105551;32954;249305;29038;51722;10333;41416;6680;12452;56941;5061;64282;16194;2099;2022;19503;21882;24905;7699;8430;5576;71871;58541;16485;56254;38196;101350;16993;32292;8948;19652;23998;236322;23543;13594;87364;8514;12056;19085
;;8;16732;14502;40462;10497;16641;45534;33234;28662;8083;4730;9982;16172;3258;17306;8577;101412;9808;20295;105702;32473;249007;29243;52292;10250;41552;6250;12027;56129;5136;64432;16805;2117;2106;19359;21627;24564;7474;8514;5648;72149;59819;16195;56227;38213;102262;16940;33010;8575;19723;24259;235668;23470;13554;88562;8627;12315;19201
;;9;16668;14497;39921;10516;16620;42083;33782;28149;8046;4588;10123;16060;3285;17666;8930;101184;9837;20417;106127;33301;249316;29366;53435;10111;39375;6385;12171;55911;5142;64138;15651;1976;2131;19330;21856;23067;7495;8269;5699;72066;57773;16028;54847;36420;104705;16969;33046;8570;19880;24800;237235;23529;13610;87553;7492;12409;19135
;;10;16876;12056;41012;10431;16788;40123;33887;28138;8138;4488;10272;15322;3282;17698;8772;95421;9811;20690;105968;32974;251594;29073;53150;10349;38629;6466;12128;56463;5279;63813;14834;2001;1776;19274;21912;23215;7548;8335;5552;71591;53888;16037;54892;36365;105735;17208;31594;8613;20047;24534;239830;23823;13687;85933;7320;12333;19315
;;11;16966;11213;41513;10617;16836;40233;33896;28216;8192;4399;10257;16465;3218;17417;8945;91277;10278;21637;105484;33964;250162;28794;53122;10247;39887;6705;12228;57147;5328;63836;14813;1848;1680;18842;22016;22743;7872;8226;5300;71645;52556;16169;54931;35653;105671;17346;29605;8845;20005;24413;237926;23648;13278;86897;7032;12322;19134
;;12;16114;10877;41715;10427;15471;39652;33438;27475;7420;4235;9672;14941;3046;16206;8395;90530;9946;21814;101520;33410;230512;28895;50427;9764;39250;6660;11798;55736;4918;62448;14755;1858;1627;18574;21618;21672;7652;7819;5191;68459;50473;15203;52234;35703;103533;16645;28304;8705;18991;23455;235850;22204;12177;85608;6977;11047;17509
;;13;16036;10860;41284;10251;14935;40768;33130;27055;7145;4200;9493;14370;2936;16126;8169;91225;10050;21710;100924;32771;229903;28789;48973;9696;38484;6474;11288;55703;4838;61534;14880;1863;1566;18287;21579;21689;7603;7768;5130;67064;49825;15230;51151;35136;105254;16419;27863;8433;18743;23224;233762;21747;11659;85934;7284;10531;17096
;;14;16982;11228;42440;11084;16969;42063;33886;29004;8269;4483;9915;16258;3013;17577;8850;94462;10558;22493;105768;33051;254122;29516;54336;10275;39625;7016;12634;57120;5349;63793;15566;1897;1653;18389;21886;22620;7994;8154;5306;71537;52297;16074;55777;36663;105865;17015;29467;9035;20502;24825;234028;23851;13391;88309;7277;12136;19124
;;15;16695;11193;42753;11001;17052;41291;33164;29158;8451;4280;9901;17539;3078;17881;8865;89091;10156;22394;106299;32382;249888;29561;54415;10107;39597;7176;13048;57123;5344;63128;14577;1647;1633;18034;21472;21050;7982;8274;4919;71710;51419;16252;57027;36985;104247;16789;28462;9164;20358;24538;235204;24639;14094;88310;6375;12347;19284
;;16;16941;11411;43189;10450;17106;41632;33096;28971;8326;4194;9848;17125;3099;17983;8673;86622;9915;22944;105955;32917;249967;29434;56402;9949;39622;6828;12291;57181;5412;63907;14166;1583;1634;19055;21248;20494;9019;8550;5096;70936;51360;16068;57689;37021;104479;16552;28370;8826;20458;24681;234435;24932;13785;85598;6357;12145;19218
;;17;16718;11489;41803;10755;17292;41378;33786;29138;8531;4241;9972;16120;3186;18096;8736;85770;10020;22492;107117;33146;252317;29461;55692;10033;40265;7051;12455;56790;5509;63564;14260;1694;1650;18743;21143;20678;9687;8383;5213;70821;52338;16472;58045;36056;105238;16824;28502;8908;20688;24650;234438;24764;13933;85372;6632;12272;19370
;;18;16837;11333;41800;10679;17260;41888;33909;29161;8495;4139;10059;17561;3138;17929;8850;86479;9925;23437;106516;33732;253668;29383;55235;10039;40258;7235;12699;57729;5470;63666;13819;1675;1632;18866;21710;19676;9661;8171;5154;70257;51417;16253;57436;36559;106360;15921;27512;9058;20665;24737;234962;24340;13547;85611;6371;12038;19104
;;19;16214;11346;41284;9653;15343;41069;33412;27404;7433;3978;9753;16078;3034;16835;8367;83026;9696;22822;102030;32639;236925;29631;50792;9650;39728;6510;11293;56833;4974;61574;13888;1670;1595;19214;21813;18799;9302;7862;4856;67093;50276;15431;53858;35187;103514;14965;26382;8307;19555;23597;234660;22531;12067;84736;6374;10520;17722
;;20;16111;10848;40931;9411;14943;40025;32972;27138;7333;3886;9459;15323;2911;16747;8282;83072;9484;22355;100264;32271;237079;29102;48834;9669;39741;6288;10923;55860;4873;61188;13882;1737;1487;18896;21574;19392;9255;7870;4620;65506;49296;15069;52676;34307;103645;14759;25897;8185;19043;22917;235676;22119;11728;84424;6547;10132;17410
;;21;16873;10962;40669;10436;16961;42198;34423;29289;8504;4233;9852;17248;2979;18319;8962;87300;10015;22984;107942;32777;260741;29713;53530;10162;40869;6843;12807;58311;5447;63119;14594;1861;1586;19382;21490;20289;9826;8494;4787;72403;51734;16250;58837;35782;106157;15404;27747;8736;20038;24217;236738;24935;13975;86256;6833;11940;19377
;;22;16686;11232;38781;11036;16594;41569;34235;29049;8517;4372;9959;16175;3110;18492;8848;87915;10028;22919;109201;32611;262885;30030;52612;10176;40853;7209;12465;57002;5528;62918;15043;1868;1648;18758;21382;19015;8804;8565;5131;74357;50673;16446;59563;36896;105542;15210;28488;8835;19570;24078;236908;25137;14228;88992;7022;12276;19584
;;23;16171;11265;40873;11100;16540;41019;33865;28410;8535;4282;9991;17482;3111;18387;8830;77193;9832;22995;109638;32588;258990;30809;53264;10224;40507;7087;12283;58156;5733;63067;14757;1667;1621;18586;21359;17640;7601;8285;5083;74529;47116;16326;60016;36253;104034;15428;27321;8779;19606;24377;237957;24865;14204;88472;6842;12878;19457
;;24;15826;11723;40612;11087;16045;40635;34811;27359;8133;3986;9974;17402;3017;18227;8720;75117;10155;22890;111902;32306;251100;31302;52272;10257;40249;7032;12774;59423;5734;63115;14480;1615;1570;19226;21678;17473;7427;8356;4936;74613;46887;15797;59968;36829;106508;15263;26103;8597;19376;24233;237688;24376;14488;87242;6406;12250;19300
;;25;15849;11646;40146;10822;16222;40356;34238;26798;7922;3929;10015;17216;3089;18123;8612;73384;9948;21565;110627;32665;250217;31285;51266;10186;40557;6952;12943;58012;5516;63894;14146;1577;1549;20443;22003;17506;7002;8257;4741;73309;46044;15990;59321;35413;107236;15483;25932;8542;19816;24466;240587;24137;14004;87888;6232;12135;18600
;;26;15615;11349;40276;10038;15062;39044;34696;25737;7485;3867;9651;15905;3020;17014;8509;73197;9397;21236;106841;32042;232519;30881;50669;10122;39394;6337;11941;55822;5099;63272;14099;1588;1531;20109;20711;17002;6840;7717;4695;69340;45046;15063;55533;33768;103953;14781;25769;8075;19097;23763;238707;22969;12192;85384;6393;10329;17665
;;27;16236;10976;39986;9640;14522;38555;34048;25684;7160;3739;9695;15556;2945;16611;8372;74977;9634;21430;105244;30435;228470;30895;50090;10041;39672;6255;11570;54328;4884;61913;13848;1587;1549;20557;20844;16948;6758;7657;4678;67282;44628;14670;53684;33186;102114;14397;25531;7772;18771;23188;238045;22096;11744;83200;6375;10259;17419
;;28;17545;11237;40606;10889;17261;40979;35097;26872;8309;4021;10156;17229;3074;18132;8963;79683;10082;22614;111413;32293;256469;29398;55236;10666;39899;7027;12543;57001;5377;64398;14347;1577;1547;20341;21655;18329;7383;8204;4929;71967;47254;16119;57682;35276;107978;15668;27377;8216;20486;24630;239248;23901;13517;87405;6367;11858;19776
;;29;17732;11307;40832;11127;17613;40700;35273;26691;8599;4047;10239;18278;3071;18245;8843;76273;9929;23735;110832;32720;257431;29461;55879;10548;40534;7173;12097;57720;5490;65573;14461;1677;1531;19972;22237;17511;7393;8212;4948;73705;46782;16284;58816;34851;107046;15454;27076;8840;20787;24771;239926;24913;13957;87328;6752;12397;20197
;;30;18170;11634;40720;10867;16888;40187;34949;26655;8457;3979;10214;17641;2996;17793;9101;72861;10355;23211;110723;33516;259018;29382;56058;10530;40930;7195;11860;58990;5383;65643;14628;1695;1528;19870;22441;16895;6973;8156;4971;71226;44540;15898;59090;35209;107547;15480;26602;9063;20520;24544;239783;24669;13755;86924;6861;12273;19903
;;31;17837;11725;40704;10518;16574;38765;35399;27460;8365;3967;10310;17855;3137;18224;8905;69062;10871;23397;110226;32961;253840;29210;55825;10423;40597;7024;12296;57925;5345;65316;14801;1661;1488;20222;22738;17073;6893;8003;4954;71902;44886;16147;58323;35164;106884;15523;26275;8867;20423;24245;239953;24250;13815;87621;6971;12471;19788
;9;1;17938;11580;39734;10279;16307;37907;33326;27504;8113;3640;10182;16193;2750;17764;8930;67187;10466;22999;108713;32282;250711;28622;53577;10452;39144;6940;12563;57938;5291;62486;13178;1608;1429;20140;21931;16468;6366;7839;4664;68814;43750;15765;57199;34462;105915;15133;24975;8573;19766;24213;239847;24263;13160;83448;6200;12353;19784
;;2;17096;10119;40168;9871;15020;37421;34802;26167;7433;3794;10075;16208;2713;16624;8326;66299;9545;22435;103979;32085;233876;30525;51316;10153;39049;6591;12130;57271;5003;62388;13477;1663;1360;19969;21779;16307;5970;7569;4668;69064;41851;15324;54775;32717;103989;14766;24555;8367;19210;23730;239328;22633;12019;82672;6232;11069;17645
;;3;17201;10023;40547;9581;14644;35602;34346;25694;7252;3816;9755;15863;2673;16125;8075;67591;9371;21978;104320;32167;230950;30332;51010;10153;38418;6399;11478;57644;4919;62841;13522;1614;1354;20317;21792;16199;5939;7557;4621;69025;42189;15124;52642;31589;102055;15030;24160;8084;18839;23352;238150;22635;11606;82965;6341;10940;17416
;;4;18665;10566;40492;10788;16742;37326;35284;27060;8357;4137;10582;17468;2893;17654;8969;72592;10452;22432;110014;32263;250991;30877;55048;10773;39069;7037;12243;62139;5592;64833;13574;1678;1401;20941;22884;17110;6736;8130;4863;75460;44489;15772;57222;33978;107830;15576;26110;8348;21417;24344;240642;25051;13875;86895;6489;12674;19947
;;5;18268;10624;40423;10944;17923;37947;34728;27392;8848;4208;10589;18064;3003;17571;9261;73464;10043;22228;112036;30687;266244;31051;55843;11107;38770;6903;12360;61711;5777;64485;13877;1668;1457;20643;22744;17496;6677;8214;4715;76419;44561;16767;57132;33326;108974;16680;26510;8351;22327;25164;241213;25057;14428;87042;6554;13189;20582
;;6;18475;10732;39953;10907;18449;37759;35557;27529;9214;4247;10523;17991;2980;17913;9616;70073;10361;22477;113752;31182;271082;31180;57706;11562;38405;7044;12931;61308;6093;65328;14189;1713;1556;20605;23287;17341;6880;8058;4064;76999;45955;16810;57514;33787;107966;16650;26972;8521;22828;25100;240447;24890;14313;87749;6551;13429;21039
;;7;18197;10402;40906;11243;18014;37313;36673;27487;9309;4131;10808;16811;3024;18672;9875;69104;9861;22346;117095;30664;262741;30662;57015;11430;38454;7315;12747;60951;5991;64278;13473;1619;1516;20446;23362;17364;6757;7805;3944;76267;45006;16144;56995;34236;108598;16802;26044;8577;22355;25520;244030;24690;14283;87992;6172;13295;21030
;;8;18713;9871;40987;11403;17874;37006;36405;27577;8975;3960;10912;18586;3050;19280;9665;69940;10124;22523;114565;29890;262702;31284;56495;11101;38826;7301;12614;62362;5852;66216;13067;1601;1484;21159;23356;17352;7054;7863;3841;75889;44961;16569;57308;32875;109562;17021;26006;9042;22216;25789;246272;25301;14260;84963;5999;13273;20832
;;9;18163;9948;40861;10692;16215;35656;35222;26040;8197;3966;10298;16873;2987;17901;8831;69165;9639;21885;108814;29988;242696;31460;53274;11105;38520;6593;12368;61549;5493;64603;12965;1626;1465;20319;23317;16739;6581;7318;3754;73403;42515;16069;54700;31526;109631;15531;24672;9296;20729;24257;245768;22870;12681;84747;6092;12161;19117
;;10;18352;9536;41078;10413;15399;35184;34220;25782;7950;3906;10083;16403;2879;17663;8600;68587;9853;21601;105320;30391;237085;31765;50046;10633;39363;6510;11878;61939;5267;64820;13109;1619;1401;20414;23160;16702;6549;7371;3657;71268;41601;15758;52468;30737;108535;15961;24013;9055;19967;23541;245515;23524;12103;85960;6274;11571;18799
;;11;20078;9457;41421;11400;17372;37032;35881;26601;8964;4168;10676;17542;3006;19569;9617;72186;11279;22306;112059;31419;255265;33140;55575;11042;39527;7041;12831;65752;5991;67135;13287;1635;1364;20326;23392;17831;7429;8183;3917;77018;44948;16680;57379;32993;112040;16547;25320;9358;20952;24689;246501;25715;14472;91546;6291;13520;20716
;;12;19545;9809;41670;11315;17205;37545;35752;26957;8811;4218;10708;17562;3066;20014;9238;74132;11186;22997;112539;32662;256828;33367;54854;10759;39434;6717;12680;65735;5718;69938;13085;1655;1387;20739;23257;18482;7259;8283;3985;76651;45714;16100;57477;33327;112733;16235;26142;9298;20524;24097;243906;26244;14131;92357;6319;13239;20505
;;13;19437;9989;42030;11059;17109;36625;34601;27366;8681;4300;10747;17287;3029;19440;9172;77326;10851;22587;113808;32618;257354;33702;54173;10936;38799;6450;11941;65975;5680;68249;13480;1699;1422;21353;24202;18780;6763;8031;3991;74447;47404;16442;56905;33475;114419;16991;27138;9039;20297;24748;244103;25549;13555;92676;6459;13060;20159
;;14;19276;10480;41157;11131;17477;37445;34812;26906;8745;4354;10837;16836;3080;19500;9318;77145;10764;22714;114121;32678;256043;34329;52166;11167;37169;6704;12276;62756;5713;66389;13775;1730;1496;21154;23466;18391;6893;7922;4061;74265;46878;16256;56948;33024;112807;17298;27409;9198;20255;25088;245711;25457;13785;89509;6404;13156;20415
